Tweet Number,Clause Number,Clause,Sentiment
8041,1,dapat yung mga matatanda di na bumoto,
8041,2,kung si quiboloy lang din ang isshade nyo,
8042,1,hindi p sha botante,
8042,2,at sana wag na maging botante anddd yung hindi raw dumadaan s news feed reflects how much she doesnt care about the country,
8043,1,the sobra na tama na palitan na wave against the marcoses united us filipinos back then comelec,
8043,2,and namfrel walked out of the count,
8043,3,because marcos won again,
8043,4,and people are tired of him being the president for too long,
8044,1,anuyan comelec may abangers na video agad lmaoooo,
8045,1,pasok ang kikobamheidiluke sa top 12 here sa town namin halalan2025,
8046,1,i agree with you atty falcis,
8046,2,kaya pag kinakampanya ko sila isaisa bawat tao sayo si bam aquino ikaw kay kiko ka bumoto sa kanya bagay nyang iboto si atty matula ikaw naman koya kanina ka pa dyan iboto mo na lang si ate kong heidi ganyan diskarte ko,
8047,1,done eleksyon2025,
8048,1,nope di kasama si jk sa botohan yan tatlo lang ang binobotohan di sya nominated dyan,
8049,1,bulacan plaridel halalan2025 madami din bumoto kay 45,
8050,1,people never change science tells us that our genetic imprint predetermines your fate your character,
8050,2,and your choices pinanganak kang bobo lalaking kang bobo,
8050,3,at mamatay kang bobo halalan2025,
8051,1,ipapatawag ka nya sa senado,
8052,1,kupal na mga kandidato to ke agaaga mangigising gamit yung kepapangit nilang mga jingle manggigising ng tao tapos mangungurakot lang naman gagawin,
8052,2,kapag nanalo mga hayop,
8053,1,wala talaga akong tiwala sa comelec reading all those posts na meron nalalagay sa receipt ng mga hindi nila binoto the hell hindi man lang nireview,
8054,1,campaign jingles are made to be catchy for the purpose of name recall,
8054,2,and theres really a high likelihood of votes given how most people simply refer to whos more kilala,
8054,3,but lets not be like most people matuto tayong magbasa amp magbackground check ng kandidato b4 voting,
8055,1,sana hindi na tanggapin ang mga perang ito,
8055,2,para mawalang bisa rin ang pmimigay ng pera bsp comelec,
8056,1,anyways halalan ngayon,
8056,2,so yeah vote wisely,
8057,1,ebidensya hawak ni vp 100 milyon kada senador para sa dayaan,
8058,1,nitong lunes pebrero 3 inaprubahan ng mga senador ang house bill 10926 na may 18 yes vote isang no,
8058,2,at walang nagabstain tanging si senador risa hontiveros ang bumoto ng no ang kasalukuyang prangkisa ng meralco ay mageexpire sa 2028 ikinatwiran ni hontiveros na,
8058,3,bago bigyan ng bagong prangkisa ang meralco dapat munang maayos na magrefund ito sa mga customer,
8058,4,dahil sa mga nakaraang overcollection bagamat nakikipagugnayan na ang meralco sa energy regulatory commission tungkol sa refund dapat munang panagutin ang meralco sa mga overcollection ayon sa senador edgardo tugade pilipinastoday meralco,
8059,1,feeling nko dli ma valid akong pag boto kay oa sa,
8059,2,pagka undervote 5 lang ka senador wala koy governor 2 ra ako board member 2 ra ako konsehal wala koy partylist,
8060,1,rodrigo on her wrist kitty duterte honors dad with new tattoo politiko politikosnitch,
8061,1,tapos na ang radikal na perception ko sa mga bobong botante mangaaway na ako ng mga tangang botante whahahahahahahha,
8062,1,wow akala mo nagserve din sa eleksyon e,
8063,1,ang sabi bumoto ng matalino hindi man matalino mga yan e,
8064,1,panoorin nagpasalamat si senator francis tolentino sa mga sumuporta sa kanyang kandidatura,
8064,2,at binati ang mga nanalo sa 2025 midterm elections mula sa bantayog ni dr jose rizal sinabi ni tolentino na dalangin niya ang tagumpay ng mga nanalo,
8064,3,at nagpugay sa sambayanang pilipino tuloy ang pagsulong natin bilang isang malaya,
8064,4,at demokratikong lipunan aniya senator francis tolentino thesituationreport dzrhnews,
8065,1,guys may himala kahit konti may mga konti,
8065,2,nang nakikinig may konti,
8065,3,nang natututo malayo pa,
8065,4,pero may hakbang halalan2025 eleksyon2025,
8066,1,yeah tahimik lang ang mga tao nag mamasid sa mga ibobotong kandidato,
8067,1,pati langit galit sa inyong mga botante,
8068,1,may sumingit kanina sa pila,
8068,2,dahil daw may susunduin siya sa airport gaga ka pala eh di sana mas maaga kang bumoto inuna mo pang umawra,
8068,3,bago bumoto lintik ka,
8069,1,mas maganda,
8069,2,at intense sana to kung hindi botohan,
8069,3,at task based ang ginawa nila kasi mas makikita mo yung hunger nilang bumalik perapera talaga tong pbb pbbthebigcollab pbbcollabwildnews,
8070,1,pero malapit na ang botohan hindi ko pa rin alam sino iboboto kong mga konsehal jusq hahahahahahahahaah pasensya na hindi ko kasi kayo kilala,
8071,1,beh pki sabi sa tatay mo no pressure,
8071,2,pero we expect na bubuhatin nya kami sa senado,
8072,1,haha now that not getting a top12 position seems likely she wants comelec to have control over the survey,
8073,1,tangina talaga ng comelec ang taas ng oras meron kayo,
8073,2,para isure lahat ng machine e working,
8073,3,at okay tapos ang daming sira na nababalitaan watdahell,
8074,1,according s comelec dun s precinct nla hndi dw nla alam ang gagawin duh hndi ba dpat alam nyo ang kasagutan jankaya nga kau ang nakaupo jan,
8074,2,and for sure nag seminar nmn kau about s process ng mga transferred voters election2025ph,
8075,1,it seems this video didnt load right in your twitter sir richard here is a clearer version of the video of the risa hontiveros booing incident during the sinulog 2025 in cebu co richard heydarians fb page halalan2025 sinulog2025,
8076,1,potangina talaga nung nakita ko tita ko sa botohan sinabihan ko ng tita akbayan ha inakbayan ako punyeta halalan2025,
8077,1,i dont really vote in the philippine election anymore nonphilippine citizen,
8077,2,pero i hope everyone votes wisely for the betterment of the country,
8077,3,and its people read pag kayo bumoto ng mga kurakot na politiko,
8077,4,at mga artistang walang ibang gagawin,
8077,5,kung hindi magnakaw ng pera ng bayan uuwi ako ng pilipinas para manakal,
8078,1,parang yung mga overseas voters na pilipino na bumoto kay duterte,
8078,2,at bbm tapos ayaw magsiuwi dito,
8079,1,wala busy ang moonstrings makipagbardahan sa mga basher my paki p cla doon kesa bumoto kya as moonlettes nkkatamad ng tumulong,
8080,1,hahaha,
8080,2,kaya gusto ni artes ng mmda tangalin ang bus lane kasi napapahiya ang high public official,
8080,3,dahil ang law maker natin ah law braker nakakahiya sila ang dapat dito wag iboto chavit s raffy tulfos son gatchalian manny paquiao and etc,
8081,1,ateneo law school professor,
8081,2,and election law expert atty alberto agra is introduced to the stage as he speaks on ethical,
8081,3,and legal considerations in philippine elections via,
8082,1,karamihan ng bumoto jn adiktus at tulak,
8083,1,retirement plan nya na maging senador hahaha,
8084,1,wala kong irt,
8084,2,or qrt dito sa x kasi alam kong okay dito,
8084,3,kaya sa blue app ako magiingay ng shares,
8084,4,para sa mga vv na bumoto,
8085,1,hindi ka kawalan,
8085,2,kung magbagoang isip mo na iboto si heidi lalaki ka kasi nagpupumilit maging babae why cant you be contented with who you really are,
8086,1,yung hindi mo alam ang function ng comelec,
8086,2,pero troll ka pala,
8087,1,the freaking fact that heidi mendoza is overpower by a mad man a showbiz personality a musician is such a pain in the ass bumoto ng matalino bumoto nang matalino,
8088,1,unahin ba naman ang magpinta ng hate train bago bumoto hahahahahahahhahahahahahahahahahababahahah,
8089,1,ngayon na deadline ng botohan kaya vote na,
8090,1,why is that anong meron sa 2 na wala sa manok natin this is what i screamed for since 2019 otso days nasa kalye palengke ang botante wala sa echo chambers,
8091,1,tama naman siya na marami,
8091,2,nang mga batas eh,
8091,3,so bakit magdadagdag pa he had a point on that,
8091,4,so anong problema doon required ba na may nagawang batas ang mga magiging senador di ba pwedeng magrevise,
8091,5,or magammend na lang ng mga existing law ang mga senador,
8092,1,mas kusog pa ning mga jingle sa mga kandidato ba kesa sakong alarm shutaaaa bantay bitaw di mang lihok basta madaog haaaa,
8093,1,astig nakita ako ng kapatid ng lolo ko na hangover pa tangina kase aga aga bat sila nag door to door na pangagampanya eh hindi nga sila yung kandidato topak ba kayo tiyaka mayaman naman sila ah bakit pa sila tumatanggap sa mga politiko taragis nga naman po,
8094,1,ok na jai huwag mo ng iboto,
8094,2,pero tigilan mo na lang din si mam heidi thank you,
8095,1,unlike sa ibang housemates na di kayang iboto yung mga close nila,
8095,2,kaya kay michael binibigay yung puntos walang kwenta pa yung mga rason sinong di maiinis dun,
8096,1,well hindi magiging congressmenwomen yan,
8096,2,kung iilan lang ang bumoto sa kanila,
8096,3,besides 32m only reflects preference during that time of election that could easily changed walang 32m na tanga at bobo,
8096,4,at uto uto mga taga davao lang yun,
8097,1,british ambassador to the philippines laure beaufils visits the ppcrv headquarters in sampaloc manila to observe its operations amid eleksyon2025,
8098,1,yun nga wag kang magbunganga s soc med expert ka pala eh punta na kay garcia,
8098,2,at dun ka magsuggest ng mga kaalaman mo bilang expert wag kang mag create ng doubt sa aming mga voters naiisip tuloy nmin na walang credibility ang comelec sige punta na kay garcia a wag dito,
8099,1,magaling talaga ang pr team ng comelec,
8100,1,do you have pending work clara is open this december commsx lf client philippine politics concept theories spanish colonization american japanese branches comelec culture participation administration contemporary law research philosophy theology article ethics edit layout,
8101,1,courtesy of vote report ph for more updates like,
8101,2,and follow the green heralds facebook page nle2025 halalan2025 thegreenherald tgh,
8102,1,considering yung ibat ibang mga isyu na nangyayari ngayon sa proseso ng halalan makatwiran naman siguro na isiping hindi patas ang patakarang,
8102,2,hanggang alas syete lang ng gabi ang limitasyon sa,
8102,3,haba ng panahon na nakalaan para sa pagboto,
8102,4,kung nais nilang magkaroon ng pagsasaa,
8103,1,pakamatay utakstupidity ineexpect nyo sa pinoyeh yung mga marcos ang obvious na obvious na dynasty kotongero talaga 2ng pangulupong sin congreasemaniacsromualdez comelecgraberment apicials,
8104,1,sorry,
8104,2,pero pabor ako kay zaijan wag talaga iboto yon lol hahahahaj,
8105,1,bumoto po tayo ng tama,
8106,1,bumoto nag ot lumabas nanood ng news ang daming ganap today i might have missed a lot of bts news pasensya na po,
8107,1,inanunsyo ni commission on elections comelec chairperson george erwin garcia nitong biyernes abril 4 na ilalagay sa comelec control ang datu odin sinsuat maguindanao del norte,
8107,2,matapos ang ambush na ikinasawi ni election officer na si atty maceda l abot,
8107,3,at ng kanyang asawa na si jojo abo,
8107,4,samantala hindi pa inilalabas ng comelec ang resolusyon na maglalaman ng mga alituntunin tungkol sa mga implikasyon at limitasyon,
8107,5,kapag ang isang lugar ay isinailalim sa kanilang kontrol magkakaroon ng bisa ang kautusang ito,
8107,6,kapag nailabas na ng comelec ang resolusyon pilipinastoday datuodinsinsuat maguindanao comelec,
8108,1,salamat po sa mga kandidato,
8108,2,at may pang siargao na ako hahahaah,
8109,1,kamusta pinas bumoto ba ng tama,
8109,2,o nabili na ang vote,
8110,1,isang partylist na nga lang pwedeng iboto sinayang mo pa,
8111,1,clout chaser ba sya emeee bumoto ba sya kasama sa 3 milliooonnn sorna wanna ride on someones popularity yaan na natin sya lalong sisikay,
8112,1,lugi sana ako din vote wisely everyone patapos na ang botohan huhuhu,
8113,1,sa darating na halalan huwag pong kalimutan hanapin ang pangalan na subok na sa serbisyo hindi sumusuko sa laban,
8113,2,at laging tapat sa bayan sen panfilo ping lacson 33senatorpinglacson po tayo,
8114,1,nakapila ako kanina halos 4 na oras inabot ang init di pa ko kumakain magisa kaya ayoko umalis,
8114,2,para bumili ng tubig paiyak na,
8114,3,pero nakaboto bumoto kayo laban pa,
8115,1,ang hirap hirap e deinfluence ng mga boomers halos lahat ng relatives ko na boomers pxx straight i had to explain,
8115,2,and even bargain that quibs,
8115,3,and salvador should not be voted,
8115,4,and ipalit si kiko and bam,
8115,5,instead ang saya ko pa na pumayag sila halalan2025,
8116,1,update 4999 of the local electoral returns ers amp 413 of overseas ers have been received by comelec as of 800 pm no results in the media server,
8117,1,sa davao city nga nasa loob na ng bahay kinakatay pa nakakatakot huwag,
8117,2,nang bumoto ng duterte,
8117,3,para hindi magaya ulit ang pilipinas sa davao na puro criminalidad,
8118,1,survey results proven wrong halalan2025,
8119,1,hi a gentle reminder for later to vote wisely bumoto ng tama at bumoto nang tama,
8120,1,dapat wag iboto ang alipin ng isang tao hindi ng sambayanang pilipinosinungaling ka wala ka namang nagawang batas sa senado,
8120,2,kaya dapat di ka na manalo pa uli,
8121,1,given dat most younguns gen zs r immersed in d likes of tiktokisshit amp,
8121,2,then us millenialsmajority r already bamboozledph w govph corruptionph inefficiencyph incompetentph,
8121,3,such as shitty transportph public,
8121,4,or private wise fcking shitty roads not hoping halalan2025,
8122,1,panalo na kami dito sa pasig kayo dyan sa antipolo davao las piñas at pinas halalan2025,
8123,1,pinupuna namin ang standard ninyo pagendorso kahit yung tradisyon ninyo sa pagendorso ng politiko di nyo man lang binigyan ng kalayaan ang mga member ninyo na gamitin ang sarili nilang isip,
8123,2,kung sino ang iboboto,
8124,1,wala,
8124,2,nang makahahadlang sa pagtakbo sa pagkasenador ng nakakulong na kingdom of jesus christ leader na si pastor apollo quiboloy itoy,
8124,3,matapos tuluyang ibasura ng commission on elections comelec en banc ang motion for reconsideration na inihain ni workers peasant party senatorial candidate sonny matula laban sa religious leader ulat ni mike rogas rp1news radyopilipinas,
8125,1,pinakamalakas makinarya nyan lahat ng kandidato as in lahat naghahangad sa boto ng inc ang kundisyon ay free campaign for marcoleta nasa lahat ng sample ballots yan,
8126,1,impeach sara educate young voters indorse heidi mendoza luke espiritu arlene brosas,
8126,2,and danilo ramos as soon as possible 3 years before halalan 2028 we must make a move now,
8127,1,top 1,
8127,2,and top 3 sa marilao ang bamkiko small victories matter huhuhu election2025 halalan2025,
8128,1,imee admits rift with marcos jr halalan2025,
8129,1,done deal na yan between bbm,
8129,2,and comelec sure yan massive cheating,
8130,1,bahala na,
8130,2,kung sino sa mga lalaki palakasan na lang kayo sa botohan basta safe lahat ng girls pleaseee lang,
